window_id,has_start,start_idx,start_norm,has_end,end_idx,end_norm
57,1,59,0.26576576576576577,1,18,0.08108108108108109
58,1,39,0.17567567567567569,0,-1,-1.0
59,1,19,0.08558558558558559,0,-1,-1.0
60,0,-1,-1.0,1,203,0.9144144144144144
61,0,-1,-1.0,1,183,0.8243243243243243
62,1,204,0.918918918918919,1,163,0.7342342342342343
63,1,184,0.8288288288288288,1,143,0.6441441441441441
64,1,164,0.7387387387387387,1,123,0.5540540540540541
65,1,144,0.6486486486486487,1,103,0.46396396396396394
66,1,124,0.5585585585585585,1,83,0.3738738738738739
67,1,104,0.46846846846846846,1,63,0.28378378378378377
68,1,84,0.3783783783783784,1,43,0.19369369369369369
69,1,64,0.2882882882882883,1,23,0.1036036036036036
70,1,44,0.1981981981981982,1,3,0.013513513513513514
71,1,24,0.10810810810810811,1,173,0.7792792792792793
72,1,4,0.018018018018018018,1,153,0.6891891891891891
73,1,174,0.7837837837837838,1,133,0.5990990990990991
74,1,154,0.6936936936936937,1,113,0.509009009009009
75,1,134,0.6036036036036037,1,93,0.4189189189189189
76,1,114,0.5135135135135135,1,73,0.32882882882882886
77,1,94,0.42342342342342343,1,53,0.23873873873873874
78,1,74,0.3333333333333333,1,33,0.14864864864864866
79,1,54,0.24324324324324326,1,13,0.05855855855855856
80,1,34,0.15315315315315314,0,-1,-1.0
81,1,14,0.06306306306306306,0,-1,-1.0
82,0,-1,-1.0,1,218,0.9819819819819819
83,1,26,0.11711711711711711,0,-1,-1.0
84,1,6,0.02702702702702703,0,-1,-1.0
85,0,-1,-1.0,0,-1,-1.0
86,0,-1,-1.0,1,217,0.9774774774774775
87,1,211,0.9504504504504504,1,197,0.8873873873873874
88,1,191,0.8603603603603603,1,177,0.7972972972972973
89,1,171,0.7702702702702703,1,157,0.7072072072072072
90,1,151,0.6801801801801802,1,137,0.6171171171171171
91,1,131,0.5900900900900901,1,117,0.527027027027027
92,1,111,0.5,1,97,0.4369369369369369
93,1,91,0.4099099099099099,1,77,0.34684684684684686
94,1,71,0.31981981981981983,1,57,0.25675675675675674
95,1,51,0.22972972972972974,1,37,0.16666666666666666
96,1,31,0.13963963963963963,1,17,0.07657657657657657
97,1,11,0.04954954954954955,1,220,0.990990990990991
98,1,214,0.963963963963964,1,200,0.9009009009009009
99,1,194,0.8738738738738738,1,180,0.8108108108108109
100,1,174,0.7837837837837838,1,160,0.7207207207207207
101,1,154,0.6936936936936937,1,140,0.6306306306306306
102,1,134,0.6036036036036037,1,120,0.5405405405405406
103,1,114,0.5135135135135135,1,100,0.45045045045045046
104,1,94,0.42342342342342343,1,80,0.36036036036036034
105,1,74,0.3333333333333333,1,60,0.2702702702702703
106,1,54,0.24324324324324326,1,40,0.18018018018018017
107,1,34,0.15315315315315314,1,20,0.09009009009009009
108,1,14,0.06306306306306306,1,0,0.0
109,1,217,0.9774774774774775,1,203,0.9144144144144144
110,1,197,0.8873873873873874,1,183,0.8243243243243243
111,1,177,0.7972972972972973,1,163,0.7342342342342343
112,1,157,0.7072072072072072,1,143,0.6441441441441441
113,1,137,0.6171171171171171,1,123,0.5540540540540541
114,1,117,0.527027027027027,1,103,0.46396396396396394
115,1,97,0.4369369369369369,1,83,0.3738738738738739
116,1,77,0.34684684684684686,1,63,0.28378378378378377
117,1,57,0.25675675675675674,1,43,0.19369369369369369
118,1,37,0.16666666666666666,1,23,0.1036036036036036
119,1,17,0.07657657657657657,1,3,0.013513513513513514
120,1,30,0.13513513513513514,1,217,0.9774774774774775
121,1,10,0.04504504504504504,1,197,0.8873873873873874
122,1,193,0.8693693693693694,1,177,0.7972972972972973
123,1,173,0.7792792792792793,1,157,0.7072072072072072
124,1,153,0.6891891891891891,1,137,0.6171171171171171
125,1,133,0.5990990990990991,1,117,0.527027027027027
126,1,113,0.509009009009009,1,97,0.4369369369369369
127,1,93,0.4189189189189189,1,77,0.34684684684684686
128,1,73,0.32882882882882886,1,57,0.25675675675675674
129,1,53,0.23873873873873874,1,37,0.16666666666666666
130,1,33,0.14864864864864866,1,17,0.07657657657657657
131,1,13,0.05855855855855856,1,172,0.7747747747747747
132,1,168,0.7567567567567568,1,152,0.6846846846846847
133,1,148,0.6666666666666666,1,132,0.5945945945945946
134,1,128,0.5765765765765766,1,112,0.5045045045045045
135,1,108,0.4864864864864865,1,92,0.4144144144144144
136,1,88,0.3963963963963964,1,72,0.32432432432432434
137,1,68,0.3063063063063063,1,52,0.23423423423423423
138,1,48,0.21621621621621623,1,32,0.14414414414414414
139,1,28,0.12612612612612611,1,12,0.05405405405405406
140,1,8,0.036036036036036036,1,215,0.9684684684684685
141,0,-1,-1.0,1,195,0.8783783783783784
142,1,56,0.25225225225225223,0,-1,-1.0
143,1,36,0.16216216216216217,1,215,0.9684684684684685
144,1,16,0.07207207207207207,1,195,0.8783783783783784
145,1,204,0.918918918918919,1,175,0.7882882882882883
146,1,184,0.8288288288288288,1,155,0.6981981981981982
147,1,164,0.7387387387387387,1,135,0.6081081081081081
148,1,144,0.6486486486486487,1,115,0.5180180180180181
149,1,124,0.5585585585585585,1,95,0.42792792792792794
150,1,104,0.46846846846846846,1,75,0.33783783783783783
151,1,84,0.3783783783783784,1,55,0.24774774774774774
152,1,64,0.2882882882882883,1,35,0.15765765765765766
153,1,44,0.1981981981981982,1,15,0.06756756756756757
154,1,24,0.10810810810810811,1,219,0.9864864864864865
155,1,4,0.018018018018018018,1,199,0.8963963963963963
156,1,208,0.9369369369369369,1,179,0.8063063063063063
157,1,188,0.8468468468468469,1,159,0.7162162162162162
158,1,168,0.7567567567567568,1,139,0.6261261261261262
159,1,148,0.6666666666666666,1,119,0.536036036036036
160,1,128,0.5765765765765766,1,99,0.44594594594594594
161,1,108,0.4864864864864865,1,79,0.35585585585585583
162,1,88,0.3963963963963964,1,59,0.26576576576576577
163,1,68,0.3063063063063063,1,39,0.17567567567567569
164,1,48,0.21621621621621623,1,19,0.08558558558558559
165,1,28,0.12612612612612611,0,-1,-1.0
166,1,8,0.036036036036036036,0,-1,-1.0
167,0,-1,-1.0,0,-1,-1.0
168,0,-1,-1.0,1,211,0.9504504504504504
169,1,50,0.22522522522522523,0,-1,-1.0
170,1,30,0.13513513513513514,0,-1,-1.0
171,1,10,0.04504504504504504,0,-1,-1.0
172,0,-1,-1.0,1,216,0.972972972972973
173,1,222,1.0,1,196,0.8828828828828829
174,1,202,0.9099099099099099,1,176,0.7927927927927928
175,1,182,0.8198198198198198,1,156,0.7027027027027027
176,1,162,0.7297297297297297,1,136,0.6126126126126126
177,1,142,0.6396396396396397,1,116,0.5225225225225225
178,1,122,0.5495495495495496,1,96,0.43243243243243246
179,1,102,0.4594594594594595,1,76,0.34234234234234234
180,1,82,0.36936936936936937,1,56,0.25225225225225223
181,1,62,0.27927927927927926,1,36,0.16216216216216217
182,1,42,0.1891891891891892,1,16,0.07207207207207207
183,1,22,0.0990990990990991,0,-1,-1.0
184,1,2,0.009009009009009009,1,206,0.9279279279279279
185,1,212,0.954954954954955,1,186,0.8378378378378378
186,1,192,0.8648648648648649,1,166,0.7477477477477478
187,1,172,0.7747747747747747,1,146,0.6576576576576577
188,1,152,0.6846846846846847,1,126,0.5675675675675675
189,1,132,0.5945945945945946,1,106,0.4774774774774775
190,1,112,0.5045045045045045,1,86,0.38738738738738737
191,1,92,0.4144144144144144,1,66,0.2972972972972973
192,1,72,0.32432432432432434,1,46,0.2072072072072072
193,1,52,0.23423423423423423,1,26,0.11711711711711711
194,1,32,0.14414414414414414,1,6,0.02702702702702703
195,1,12,0.05405405405405406,0,-1,-1.0
196,0,-1,-1.0,0,-1,-1.0
197,0,-1,-1.0,0,-1,-1.0
198,0,-1,-1.0,0,-1,-1.0
199,0,-1,-1.0,1,203,0.9144144144144144
200,0,-1,-1.0,1,183,0.8243243243243243
201,1,58,0.26126126126126126,0,-1,-1.0
202,1,38,0.17117117117117117,0,-1,-1.0
203,1,18,0.08108108108108109,1,207,0.9324324324324325
204,1,217,0.9774774774774775,1,187,0.8423423423423423
205,1,197,0.8873873873873874,1,167,0.7522522522522522
206,1,177,0.7972972972972973,1,147,0.6621621621621622
207,1,157,0.7072072072072072,1,127,0.5720720720720721
208,1,137,0.6171171171171171,1,107,0.481981981981982
209,1,117,0.527027027027027,1,87,0.3918918918918919
210,1,97,0.4369369369369369,1,67,0.30180180180180183
211,1,77,0.34684684684684686,1,47,0.21171171171171171
212,1,57,0.25675675675675674,1,27,0.12162162162162163
213,1,37,0.16666666666666666,1,7,0.03153153153153153
214,1,17,0.07657657657657657,1,197,0.8873873873873874
215,1,207,0.9324324324324325,1,177,0.7972972972972973
216,1,187,0.8423423423423423,1,157,0.7072072072072072
217,1,167,0.7522522522522522,1,137,0.6171171171171171
218,1,147,0.6621621621621622,1,117,0.527027027027027
219,1,127,0.5720720720720721,1,97,0.4369369369369369
220,1,107,0.481981981981982,1,77,0.34684684684684686
221,1,87,0.3918918918918919,1,57,0.25675675675675674
222,1,67,0.30180180180180183,1,37,0.16666666666666666
223,1,47,0.21171171171171171,1,17,0.07657657657657657
224,1,27,0.12162162162162163,1,208,0.9369369369369369
225,1,7,0.03153153153153153,1,188,0.8468468468468469
226,1,198,0.8918918918918919,1,168,0.7567567567567568
227,1,178,0.8018018018018018,1,148,0.6666666666666666
228,1,158,0.7117117117117117,1,128,0.5765765765765766
229,1,138,0.6216216216216216,1,108,0.4864864864864865
230,1,118,0.5315315315315315,1,88,0.3963963963963964
231,1,98,0.44144144144144143,1,68,0.3063063063063063
232,1,78,0.35135135135135137,1,48,0.21621621621621623
233,1,58,0.26126126126126126,1,28,0.12612612612612611
234,1,38,0.17117117117117117,1,8,0.036036036036036036
235,1,18,0.08108108108108109,1,209,0.9414414414414415
236,1,82,0.36936936936936937,0,-1,-1.0
237,1,62,0.27927927927927926,0,-1,-1.0
238,1,42,0.1891891891891892,0,-1,-1.0
239,1,22,0.0990990990990991,1,210,0.9459459459459459
240,1,2,0.009009009009009009,1,190,0.8558558558558559
241,1,212,0.954954954954955,1,170,0.7657657657657657
242,1,192,0.8648648648648649,1,150,0.6756756756756757
243,1,172,0.7747747747747747,1,130,0.5855855855855856
244,1,152,0.6846846846846847,1,110,0.4954954954954955
245,1,132,0.5945945945945946,1,90,0.40540540540540543
246,1,112,0.5045045045045045,1,70,0.3153153153153153
247,1,92,0.4144144144144144,1,50,0.22522522522522523
248,1,72,0.32432432432432434,1,30,0.13513513513513514
249,1,52,0.23423423423423423,1,10,0.04504504504504504
250,1,32,0.14414414414414414,1,210,0.9459459459459459
251,1,12,0.05405405405405406,1,190,0.8558558558558559
252,1,212,0.954954954954955,1,170,0.7657657657657657
253,1,192,0.8648648648648649,1,150,0.6756756756756757
254,1,172,0.7747747747747747,1,130,0.5855855855855856
255,1,152,0.6846846846846847,1,110,0.4954954954954955
256,1,132,0.5945945945945946,1,90,0.40540540540540543
257,1,112,0.5045045045045045,1,70,0.3153153153153153
258,1,92,0.4144144144144144,1,50,0.22522522522522523
259,1,72,0.32432432432432434,1,30,0.13513513513513514
260,1,52,0.23423423423423423,1,10,0.04504504504504504
261,1,32,0.14414414414414414,0,-1,-1.0
262,1,12,0.05405405405405406,1,213,0.9594594594594594
263,0,-1,-1.0,1,193,0.8693693693693694
264,1,215,0.9684684684684685,1,173,0.7792792792792793
265,1,195,0.8783783783783784,1,153,0.6891891891891891
266,1,175,0.7882882882882883,1,133,0.5990990990990991
267,1,155,0.6981981981981982,1,113,0.509009009009009
268,1,135,0.6081081081081081,1,93,0.4189189189189189
269,1,115,0.5180180180180181,1,73,0.32882882882882886
270,1,95,0.42792792792792794,1,53,0.23873873873873874
271,1,75,0.33783783783783783,1,33,0.14864864864864866
272,1,55,0.24774774774774774,1,13,0.05855855855855856
273,1,35,0.15765765765765766,1,222,1.0
274,1,15,0.06756756756756757,1,202,0.9099099099099099
275,1,30,0.13513513513513514,0,-1,-1.0
276,1,10,0.04504504504504504,0,-1,-1.0
277,0,-1,-1.0,0,-1,-1.0
278,0,-1,-1.0,0,-1,-1.0
279,0,-1,-1.0,1,220,0.990990990990991
280,1,216,0.972972972972973,1,200,0.9009009009009009
281,1,196,0.8828828828828829,1,180,0.8108108108108109
282,1,176,0.7927927927927928,1,160,0.7207207207207207
283,1,156,0.7027027027027027,1,140,0.6306306306306306
284,1,136,0.6126126126126126,1,120,0.5405405405405406
285,1,116,0.5225225225225225,1,100,0.45045045045045046
286,1,96,0.43243243243243246,1,80,0.36036036036036034
287,1,76,0.34234234234234234,1,60,0.2702702702702703
288,1,56,0.25225225225225223,1,40,0.18018018018018017
289,1,36,0.16216216216216217,1,20,0.09009009009009009
290,1,16,0.07207207207207207,1,0,0.0
291,0,-1,-1.0,0,-1,-1.0
292,0,-1,-1.0,1,220,0.990990990990991
293,1,216,0.972972972972973,1,200,0.9009009009009009
294,1,196,0.8828828828828829,1,180,0.8108108108108109
295,1,176,0.7927927927927928,1,160,0.7207207207207207
296,1,156,0.7027027027027027,1,140,0.6306306306306306
297,1,136,0.6126126126126126,1,120,0.5405405405405406
298,1,116,0.5225225225225225,1,100,0.45045045045045046
299,1,96,0.43243243243243246,1,80,0.36036036036036034
300,1,76,0.34234234234234234,1,60,0.2702702702702703
301,1,56,0.25225225225225223,1,40,0.18018018018018017
302,1,36,0.16216216216216217,1,20,0.09009009009009009
303,1,16,0.07207207207207207,1,0,0.0
304,1,171,0.7702702702702703,1,155,0.6981981981981982
305,1,151,0.6801801801801802,1,135,0.6081081081081081
306,1,131,0.5900900900900901,1,115,0.5180180180180181
307,1,111,0.5,1,95,0.42792792792792794
308,1,91,0.4099099099099099,1,75,0.33783783783783783
309,1,71,0.31981981981981983,1,55,0.24774774774774774
310,1,51,0.22972972972972974,1,35,0.15765765765765766
311,1,31,0.13963963963963963,1,15,0.06756756756756757
312,1,11,0.04954954954954955,0,-1,-1.0
313,0,-1,-1.0,1,214,0.963963963963964
314,1,72,0.32432432432432434,0,-1,-1.0
315,1,52,0.23423423423423423,0,-1,-1.0
316,1,32,0.14414414414414414,0,-1,-1.0
317,1,12,0.05405405405405406,0,-1,-1.0
318,0,-1,-1.0,0,-1,-1.0
319,0,-1,-1.0,0,-1,-1.0
320,0,-1,-1.0,1,222,1.0
321,0,-1,-1.0,1,202,0.9099099099099099
322,1,219,0.9864864864864865,1,182,0.8198198198198198
323,1,199,0.8963963963963963,1,162,0.7297297297297297
324,1,179,0.8063063063063063,1,142,0.6396396396396397
325,1,159,0.7162162162162162,1,122,0.5495495495495496
326,1,139,0.6261261261261262,1,102,0.4594594594594595
327,1,119,0.536036036036036,1,82,0.36936936936936937
328,1,99,0.44594594594594594,1,62,0.27927927927927926
329,1,79,0.35585585585585583,1,42,0.1891891891891892
330,1,59,0.26576576576576577,1,22,0.0990990990990991
331,1,39,0.17567567567567569,1,2,0.009009009009009009
332,1,19,0.08558558558558559,1,200,0.9009009009009009
333,1,217,0.9774774774774775,1,180,0.8108108108108109
334,1,197,0.8873873873873874,1,160,0.7207207207207207
335,1,177,0.7972972972972973,1,140,0.6306306306306306
336,1,157,0.7072072072072072,1,120,0.5405405405405406
337,1,137,0.6171171171171171,1,100,0.45045045045045046
338,1,117,0.527027027027027,1,80,0.36036036036036034
339,1,97,0.4369369369369369,1,60,0.2702702702702703
340,1,77,0.34684684684684686,1,40,0.18018018018018017
341,1,57,0.25675675675675674,1,20,0.09009009009009009
342,1,37,0.16666666666666666,1,0,0.0
343,1,17,0.07657657657657657,0,-1,-1.0
344,0,-1,-1.0,1,206,0.9279279279279279
345,1,78,0.35135135135135137,0,-1,-1.0
346,1,58,0.26126126126126126,1,207,0.9324324324324325
347,1,38,0.17117117117117117,1,187,0.8423423423423423
348,1,18,0.08108108108108109,1,167,0.7522522522522522
349,1,187,0.8423423423423423,1,147,0.6621621621621622
350,1,167,0.7522522522522522,1,127,0.5720720720720721
351,1,147,0.6621621621621622,1,107,0.481981981981982
352,1,127,0.5720720720720721,1,87,0.3918918918918919
353,1,107,0.481981981981982,1,67,0.30180180180180183
354,1,87,0.3918918918918919,1,47,0.21171171171171171
355,1,67,0.30180180180180183,1,27,0.12162162162162163
356,1,47,0.21171171171171171,1,7,0.03153153153153153
357,1,27,0.12162162162162163,0,-1,-1.0
358,1,7,0.03153153153153153,0,-1,-1.0
359,0,-1,-1.0,0,-1,-1.0
360,0,-1,-1.0,0,-1,-1.0
361,0,-1,-1.0,0,-1,-1.0
362,0,-1,-1.0,0,-1,-1.0
363,0,-1,-1.0,0,-1,-1.0
364,0,-1,-1.0,1,206,0.9279279279279279
365,0,-1,-1.0,1,186,0.8378378378378378
366,1,206,0.9279279279279279,1,166,0.7477477477477478
367,1,186,0.8378378378378378,1,146,0.6576576576576577
368,1,166,0.7477477477477478,1,126,0.5675675675675675
369,1,146,0.6576576576576577,1,106,0.4774774774774775
370,1,126,0.5675675675675675,1,86,0.38738738738738737
371,1,106,0.4774774774774775,1,66,0.2972972972972973
372,1,86,0.38738738738738737,1,46,0.2072072072072072
373,1,66,0.2972972972972973,1,26,0.11711711711711711
374,1,46,0.2072072072072072,1,6,0.02702702702702703
375,1,26,0.11711711711711711,1,215,0.9684684684684685
376,1,6,0.02702702702702703,1,195,0.8783783783783784
377,1,28,0.12612612612612611,1,183,0.8243243243243243
378,1,8,0.036036036036036036,1,163,0.7342342342342343
379,1,158,0.7117117117117117,1,143,0.6441441441441441
380,1,138,0.6216216216216216,1,123,0.5540540540540541
381,1,118,0.5315315315315315,1,103,0.46396396396396394
382,1,98,0.44144144144144143,1,83,0.3738738738738739
383,1,78,0.35135135135135137,1,63,0.28378378378378377
384,1,58,0.26126126126126126,1,43,0.19369369369369369
385,1,38,0.17117117117117117,1,23,0.1036036036036036
386,1,18,0.08108108108108109,1,3,0.013513513513513514
387,0,-1,-1.0,0,-1,-1.0
388,0,-1,-1.0,0,-1,-1.0
389,0,-1,-1.0,1,222,1.0
390,1,217,0.9774774774774775,1,202,0.9099099099099099
391,1,197,0.8873873873873874,1,182,0.8198198198198198
392,1,177,0.7972972972972973,1,162,0.7297297297297297
393,1,157,0.7072072072072072,1,142,0.6396396396396397
394,1,137,0.6171171171171171,1,122,0.5495495495495496
395,1,117,0.527027027027027,1,102,0.4594594594594595
396,1,97,0.4369369369369369,1,82,0.36936936936936937
397,1,77,0.34684684684684686,1,62,0.27927927927927926
398,1,57,0.25675675675675674,1,42,0.1891891891891892
399,1,37,0.16666666666666666,1,22,0.0990990990990991
400,1,17,0.07657657657657657,1,2,0.009009009009009009
401,0,-1,-1.0,0,-1,-1.0
402,0,-1,-1.0,1,222,1.0
403,1,217,0.9774774774774775,1,202,0.9099099099099099
404,1,197,0.8873873873873874,1,182,0.8198198198198198
405,1,177,0.7972972972972973,1,162,0.7297297297297297
406,1,157,0.7072072072072072,1,142,0.6396396396396397
407,1,137,0.6171171171171171,1,122,0.5495495495495496
408,1,117,0.527027027027027,1,102,0.4594594594594595
409,1,97,0.4369369369369369,1,82,0.36936936936936937
410,1,77,0.34684684684684686,1,62,0.27927927927927926
411,1,57,0.25675675675675674,1,42,0.1891891891891892
412,1,37,0.16666666666666666,1,22,0.0990990990990991
413,1,17,0.07657657657657657,1,2,0.009009009009009009
414,0,-1,-1.0,1,219,0.9864864864864865
415,0,-1,-1.0,1,199,0.8963963963963963
416,1,42,0.1891891891891892,0,-1,-1.0
417,1,22,0.0990990990990991,0,-1,-1.0
418,1,2,0.009009009009009009,0,-1,-1.0
419,0,-1,-1.0,0,-1,-1.0
420,0,-1,-1.0,1,205,0.9234234234234234
421,1,207,0.9324324324324325,1,185,0.8333333333333334
422,1,187,0.8423423423423423,1,165,0.7432432432432432
423,1,167,0.7522522522522522,1,145,0.6531531531531531
424,1,147,0.6621621621621622,1,125,0.5630630630630631
425,1,127,0.5720720720720721,1,105,0.47297297297297297
426,1,107,0.481981981981982,1,85,0.38288288288288286
427,1,87,0.3918918918918919,1,65,0.2927927927927928
428,1,67,0.30180180180180183,1,45,0.20270270270270271
429,1,47,0.21171171171171171,1,25,0.11261261261261261
430,1,27,0.12162162162162163,1,5,0.02252252252252252
431,1,7,0.03153153153153153,0,-1,-1.0
432,0,-1,-1.0,0,-1,-1.0
433,0,-1,-1.0,0,-1,-1.0
434,0,-1,-1.0,0,-1,-1.0
435,0,-1,-1.0,1,211,0.9504504504504504
436,1,213,0.9594594594594594,1,191,0.8603603603603603
437,1,193,0.8693693693693694,1,171,0.7702702702702703
438,1,173,0.7792792792792793,1,151,0.6801801801801802
439,1,153,0.6891891891891891,1,131,0.5900900900900901
440,1,133,0.5990990990990991,1,111,0.5
441,1,113,0.509009009009009,1,91,0.4099099099099099
442,1,93,0.4189189189189189,1,71,0.31981981981981983
443,1,73,0.32882882882882886,1,51,0.22972972972972974
444,1,53,0.23873873873873874,1,31,0.13963963963963963
445,1,33,0.14864864864864866,1,11,0.04954954954954955
446,1,13,0.05855855855855856,0,-1,-1.0
447,0,-1,-1.0,0,-1,-1.0
448,0,-1,-1.0,1,204,0.918918918918919
449,1,80,0.36036036036036034,0,-1,-1.0
450,1,60,0.2702702702702703,1,211,0.9504504504504504
451,1,40,0.18018018018018017,1,191,0.8603603603603603
452,1,20,0.09009009009009009,1,171,0.7702702702702703
453,1,0,0.0,1,151,0.6801801801801802
454,1,172,0.7747747747747747,1,131,0.5900900900900901
455,1,152,0.6846846846846847,1,111,0.5
456,1,132,0.5945945945945946,1,91,0.4099099099099099
457,1,112,0.5045045045045045,1,71,0.31981981981981983
458,1,92,0.4144144144144144,1,51,0.22972972972972974
459,1,72,0.32432432432432434,1,31,0.13963963963963963
460,1,52,0.23423423423423423,1,11,0.04954954954954955
461,1,32,0.14414414414414414,0,-1,-1.0
462,1,12,0.05405405405405406,0,-1,-1.0
463,0,-1,-1.0,0,-1,-1.0
464,0,-1,-1.0,1,203,0.9144144144144144
465,0,-1,-1.0,1,183,0.8243243243243243
466,1,204,0.918918918918919,1,163,0.7342342342342343
467,1,184,0.8288288288288288,1,143,0.6441441441441441
468,1,164,0.7387387387387387,1,123,0.5540540540540541
469,1,144,0.6486486486486487,1,103,0.46396396396396394
470,1,124,0.5585585585585585,1,83,0.3738738738738739
471,1,104,0.46846846846846846,1,63,0.28378378378378377
472,1,84,0.3783783783783784,1,43,0.19369369369369369
473,1,64,0.2882882882882883,1,23,0.1036036036036036
474,1,44,0.1981981981981982,1,3,0.013513513513513514
475,1,24,0.10810810810810811,1,220,0.990990990990991
476,1,4,0.018018018018018018,1,200,0.9009009009009009
477,1,26,0.11711711711711711,0,-1,-1.0
478,1,6,0.02702702702702703,0,-1,-1.0
479,0,-1,-1.0,0,-1,-1.0
480,0,-1,-1.0,0,-1,-1.0
481,0,-1,-1.0,0,-1,-1.0
482,0,-1,-1.0,1,210,0.9459459459459459
483,1,204,0.918918918918919,1,190,0.8558558558558559
484,1,184,0.8288288288288288,1,170,0.7657657657657657
485,1,164,0.7387387387387387,1,150,0.6756756756756757
486,1,144,0.6486486486486487,1,130,0.5855855855855856
487,1,124,0.5585585585585585,1,110,0.4954954954954955
488,1,104,0.46846846846846846,1,90,0.40540540540540543
489,1,84,0.3783783783783784,1,70,0.3153153153153153
490,1,64,0.2882882882882883,1,50,0.22522522522522523
491,1,44,0.1981981981981982,1,30,0.13513513513513514
492,1,24,0.10810810810810811,1,10,0.04504504504504504
493,1,4,0.018018018018018018,0,-1,-1.0
494,0,-1,-1.0,0,-1,-1.0
495,0,-1,-1.0,0,-1,-1.0
496,0,-1,-1.0,0,-1,-1.0
497,0,-1,-1.0,1,219,0.9864864864864865
498,1,213,0.9594594594594594,1,199,0.8963963963963963
499,1,193,0.8693693693693694,1,179,0.8063063063063063
500,1,173,0.7792792792792793,1,159,0.7162162162162162
501,1,153,0.6891891891891891,1,139,0.6261261261261262
502,1,133,0.5990990990990991,1,119,0.536036036036036
503,1,113,0.509009009009009,1,99,0.44594594594594594
504,1,93,0.4189189189189189,1,79,0.35585585585585583
505,1,73,0.32882882882882886,1,59,0.26576576576576577
506,1,53,0.23873873873873874,1,39,0.17567567567567569
507,1,33,0.14864864864864866,1,19,0.08558558558558559
508,1,13,0.05855855855855856,1,162,0.7297297297297297
509,1,156,0.7027027027027027,1,142,0.6396396396396397
510,1,136,0.6126126126126126,1,122,0.5495495495495496
511,1,116,0.5225225225225225,1,102,0.4594594594594595
512,1,96,0.43243243243243246,1,82,0.36936936936936937
513,1,76,0.34234234234234234,1,62,0.27927927927927926
514,1,56,0.25225225225225223,1,42,0.1891891891891892
515,1,36,0.16216216216216217,1,22,0.0990990990990991
516,1,80,0.36036036036036034,0,-1,-1.0
517,1,60,0.2702702702702703,0,-1,-1.0
518,1,40,0.18018018018018017,0,-1,-1.0
